positive,negative,neutral,other,class,class_name
0.9691850543022156,0.001628377940505743,0.016323646530508995,0.012862791307270527,1,positive
0.9296574592590332,0.0021267917472869158,0.05785060673952103,0.010365160182118416,1,positive
0.9433938264846802,0.003040302312001586,0.03610869497060776,0.017457155510783195,1,positive
0.9573707580566406,0.002002828987315297,0.028767025098204613,0.011859293095767498,1,positive
0.38840264081954956,0.041166115552186966,0.035285212099552155,0.5351460576057434,4,other
0.9578601717948914,0.0018861491698771715,0.028410522267222404,0.011843141168355942,1,positive
0.9593752026557922,0.0017659750301390886,0.02666488103568554,0.012193957343697548,1,positive
0.9704012274742126,0.0012442449806258082,0.021281059831380844,0.00707358680665493,1,positive
0.9656915664672852,0.0016725313616916537,0.022760236635804176,0.009875716641545296,1,positive
0.9558320641517639,0.00217321771197021,0.03026534803211689,0.011729368008673191,1,positive
0.9706032276153564,0.0012435495154932141,0.021218569949269295,0.006934682838618755,1,positive
0.9428181052207947,0.0031780381686985493,0.01728944107890129,0.03671439364552498,1,positive
0.9551032781600952,0.0021163111086934805,0.03132057562470436,0.011459872126579285,1,positive
0.9698241949081421,0.0016141445375978947,0.0198995228856802,0.008662090636789799,1,positive
0.969283401966095,0.0015897161792963743,0.02088986709713936,0.008237026631832123,1,positive
0.9650999307632446,0.0016557191265746951,0.02355773001909256,0.009686637669801712,1,positive
0.878546953201294,0.006846255622804165,0.07937890291213989,0.035227786749601364,1,positive
0.5307303071022034,0.031511373817920685,0.026705751195549965,0.41105252504348755,1,positive
0.9657482504844666,0.0017372926231473684,0.02223251760005951,0.010281904600560665,1,positive
0.956364095211029,0.0019288717303425074,0.03240588307380676,0.009301135316491127,1,positive
0.9728550314903259,0.0014573757071048021,0.01684040203690529,0.008847100660204887,1,positive
0.9675903916358948,0.0015280271181836724,0.02313612401485443,0.007745422888547182,1,positive
0.958389401435852,0.0022110072895884514,0.02373492531478405,0.01566469296813011,1,positive
